assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
50186909,8972,Gazella leptoceros,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,leptoceros,,,,"(F. Cuvier, 1842)",Endangered,C2a(i),3.1,Decreasing,Global
50187042,8973,Eudorcas rufifrons,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Eudorcas,rufifrons,,,,"(Gray, 1846)",Vulnerable,A2cd,3.1,Decreasing,Global
50187314,8975,Gazella spekei,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,spekei,,,,"Blyth, 1863",Endangered,A2cd,3.1,Decreasing,Global
50187422,8976,Gazella subgutturosa,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,subgutturosa,,,,"(Güldenstädt, 1780)",Vulnerable,A2acd,3.1,Decreasing,Global
50187738,8977,Gazella marica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,marica,,,,"Thomas, 1897",Vulnerable,C2a(i),3.1,Decreasing,Global
50187762,8978,Gazella bennettii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,bennettii,,,,"(Sykes, 1831)",Least Concern,,3.1,Decreasing,Global
50187890,8980,Gazella saudiya,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,saudiya,,,,"Carruthers &amp; Schwarz, 1935",Extinct,,3.1,,Global
50188129,8987,Gazella bilkis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Gazella,bilkis,,,,"Groves &amp; Lay, 1985",Extinct,,3.1,,Global
50188182,8991,Eudorcas tilonura,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Eudorcas,tilonura,,,,"(Heuglin, 1869)",Endangered,C1,3.1,Decreasing,Global
50188208,8992,Eudorcas albonotata,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Eudorcas,albonotata,,,,"(W. Rothschild, 1903)",Least Concern,,3.1,Stable,Global
50188287,10167,Hippotragus equinus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Hippotragus,equinus,,,,"(É. Geoffroy Saint-Hilaire, 1803)",Least Concern,,3.1,Decreasing,Global
50188573,10168,Hippotragus leucophaeus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Hippotragus,leucophaeus,,,,"(Pallas, 1766)",Extinct,,3.1,,Global
50188654,10170,Hippotragus niger,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Hippotragus,niger,,,,"(Harris, 1838)",Least Concern,,3.1,Stable,Global
50188841,10341,Hyemoschus aquaticus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,TRAGULIDAE,Hyemoschus,aquaticus,,,,"(Ogilby, 1841)",Least Concern,,3.1,Decreasing,Global
50189021,11033,Kobus leche,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,leche,,,,"Gray, 1850",Near Threatened,A2cde,3.1,Decreasing,Global
50189177,11034,Kobus megaceros,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,megaceros,,,,"(Fitzinger, 1855)",Endangered,A2acd,3.1,Decreasing,Global
50189324,11035,Kobus ellipsiprymnus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,ellipsiprymnus,,,,"(Ogilbyi, 1833)",Least Concern,,3.1,Decreasing,Global
50189609,11036,Kobus kob,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,kob,,,,"(Erxleben, 1777)",Least Concern,,3.1,Decreasing,Global
50189881,11037,Kobus vardonii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,vardonii,,,,"(Livingstone, 1857)",Near Threatened,,3.1,Decreasing,Global
50190292,12142,Litocranius walleri,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Litocranius,walleri,,,,"(Brooke, 1879)",Near Threatened,,3.1,Decreasing,Global
50190430,12667,Madoqua piacentinii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Madoqua,piacentinii,,,,"Drake-Brockman, 1911",Data Deficient,,3.1,Decreasing,Global
50190537,12668,Madoqua saltiana,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Madoqua,saltiana,,,,"(de Blainville, 1816)",Least Concern,,3.1,Stable,Global
50190613,12669,Madoqua guentheri,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Madoqua,guentheri,,,,"Thomas, 1894",Least Concern,,3.1,Stable,Global
50190709,12670,Madoqua kirkii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Madoqua,kirkii,,,,"(Günther, 1880)",Least Concern,,3.1,Stable,Global
50190835,14602,Neotragus pygmaeus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Neotragus,pygmaeus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
50190946,14603,Neotragus batesi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Neotragus,batesi,,,,"de Winton, 1903",Least Concern,,3.1,Unknown,Global
50191073,14604,Nesotragus moschatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Nesotragus,moschatus,,,,"Von Dueben, 1846",Least Concern,,3.1,Stable,Global
50191264,15485,Oreotragus oreotragus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Oreotragus,oreotragus,,,,"(Zimmermann, 1783)",Least Concern,,3.1,Stable,Global
50191626,15569,Oryx leucoryx,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Oryx,leucoryx,,,,"(Pallas, 1777)",Vulnerable,D1,3.1,Stable,Global
50191877,15571,Oryx beisa,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Oryx,beisa,,,,"(Rüppell, 1835)",Endangered,A2bd,3.1,Decreasing,Global
50192202,15730,Ourebia ourebi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Ourebia,ourebi,,,,"(Zimmermann, 1783)",Least Concern,,3.1,Decreasing,Global
50192544,15967,Pantholops hodgsonii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Pantholops,hodgsonii,,,,"(Abel, 1826)",Near Threatened,,3.1,Increasing,Global
50192715,16484,Pelea capreolus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Pelea,capreolus,,,,"(Forster, 1790)",Near Threatened,A2bd,3.1,Decreasing,Global
50192807,18230,Procapra przewalskii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Procapra,przewalskii,,,,"(Büchner, 1891)",Endangered,"B2ab(ii,iii)",3.1,Increasing,Global
50193334,19306,Raphicerus melanotis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Raphicerus,melanotis,,,,"(Thunberg, 1811)",Least Concern,,3.1,Stable,Global
50193414,19307,Raphicerus sharpei,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Raphicerus,sharpei,,,,"Thomas, 1897",Least Concern,,3.1,Stable,Global
50193533,19308,Raphicerus campestris,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Raphicerus,campestris,,,,"(Thunberg, 1811)",Least Concern,,3.1,Stable,Global
50193692,19390,Redunca arundinum,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Redunca,arundinum,,,,"(Boddaert, 1785)",Least Concern,,3.1,Stable,Global
50193881,19391,Redunca fulvorufula,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Redunca,fulvorufula,,,,"(Afzelius, 1815)",Endangered,A2ad,3.1,Decreasing,Global
50194059,19392,Redunca redunca,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Redunca,redunca,,,,"(Pallas, 1767)",Least Concern,,3.1,Decreasing,Global
50194717,21203,Sylvicapra grimmia,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Sylvicapra,grimmia,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Decreasing,Global
50195031,21251,Syncerus caffer,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Syncerus,caffer,,,,"(Sparrman, 1779)",Near Threatened,A4abcde,3.1,Decreasing,Global
50195368,21661,Tetracerus quadricornis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Tetracerus,quadricornis,,,,"(de Blainville, 1816)",Vulnerable,C2a(i),3.1,Decreasing,Global
50197331,30208,Damaliscus pygargus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Damaliscus,pygargus,,,,"(Pallas, 1767)",Least Concern,,3.1,Increasing,Global
50197518,44172,Tragelaphus derbianus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Tragelaphus,derbianus,,,,"(Gray, 1847)",Vulnerable,C1,3.1,Decreasing,Global
50197739,63541,Nanger soemmerringii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Nanger,soemmerringii,,,,"(Cretzschmar, 1826)",Vulnerable,C1,3.1,Decreasing,Global
50347659,2467,Balaena mysticetus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENIDAE,Balaena,mysticetus,,,,"Linnaeus, 1758",Least Concern,,3.1,Increasing,Global
50348265,2474,Balaenoptera acutorostrata,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,,,,"Lacépède, 1804",Least Concern,,3.1,Unknown,Global
50349178,2476,Balaenoptera edeni,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,edeni,,,,"Anderson, 1879",Least Concern,,3.1,Unknown,Global
50349982,2478,Balaenoptera physalus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,physalus,,,,"(Linnaeus, 1758)",Vulnerable,A1d,3.1,Increasing,Global
50350661,2480,Balaenoptera bonaerensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Balaenoptera,bonaerensis,,,,"Burmeister, 1867",Near Threatened,A2b,3.1,Unknown,Global
50351457,2763,Berardius bairdii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Berardius,bairdii,,,,"Stejneger, 1883",Least Concern,,3.1,Unknown,Global
50351626,3778,Caperea marginata,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,NEOBALAENIDAE,Caperea,marginata,,,,"(Gray, 1846)",Least Concern,,3.1,Unknown,Global
50351955,4160,Cephalorhynchus eutropia,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Cephalorhynchus,eutropia,,,,"Gray, 1846",Near Threatened,C1+2a(i),3.1,Decreasing,Global
50352086,4161,Cephalorhynchus heavisidii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Cephalorhynchus,heavisidii,,,,"(Gray, 1828)",Near Threatened,C1,3.1,Unknown,Global
50352346,6335,Delphinapterus leucas,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,MONODONTIDAE,Delphinapterus,leucas,,,,"(Pallas, 1776)",Least Concern,,3.1,Unknown,Global
50353881,8097,Eschrichtius robustus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ESCHRICHTIIDAE,Eschrichtius,robustus,,,,"(Lilljeborg, 1861)",Least Concern,,3.1,Stable,Global
50354147,8153,Eubalaena australis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENIDAE,Eubalaena,australis,,,,"(Desmoulins, 1822)",Least Concern,,3.1,Unknown,Global
50354433,8551,Feresa attenuata,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Feresa,attenuata,,,,"Gray, 1875",Least Concern,,3.1,Unknown,Global
50355227,9249,Globicephala macrorhynchus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Globicephala,macrorhynchus,,,,"Gray, 1846",Least Concern,,3.1,Unknown,Global
50356171,9250,Globicephala melas,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Globicephala,melas,,,,"(Traill, 1809)",Least Concern,,3.1,Unknown,Global
50356660,9461,Grampus griseus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Grampus,griseus,,,,"(G. Cuvier, 1812)",Least Concern,,3.1,Unknown,Global
50357742,10707,Hyperoodon ampullatus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Hyperoodon,ampullatus,,,,"(Forster, 1770)",Near Threatened,C1,3.1,Unknown,Global
50357964,10708,Hyperoodon planifrons,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Hyperoodon,planifrons,,,,"Flower, 1882",Least Concern,,3.1,Unknown,Global
50358152,10831,Inia geoffrensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,INIIDAE,Inia,geoffrensis,,,,"(Blainville, 1817)",Endangered,A2acd+3cd+4acd,3.1,Decreasing,Global
50358334,11047,Kogia breviceps,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,KOGIIDAE,Kogia,breviceps,,,,"(Blainville, 1838)",Least Concern,,3.1,Unknown,Global
50359330,11048,Kogia sima,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,KOGIIDAE,Kogia,sima,,,,"(Owen, 1866)",Least Concern,,3.1,Unknown,Global
50360282,11140,Lagenodelphis hosei,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenodelphis,hosei,,,,"Fraser, 1956",Least Concern,,3.1,Unknown,Global
50361160,11141,Lagenorhynchus acutus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,acutus,,,,"(Gray, 1828)",Least Concern,,3.1,Unknown,Global
50361346,11142,Lagenorhynchus albirostris,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,albirostris,,,,"(Gray, 1846)",Least Concern,,3.1,Unknown,Global
50361589,11143,Lagenorhynchus australis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,australis,,,,"(Peale, 1848)",Least Concern,,3.1,Unknown,Global
50361701,11144,Lagenorhynchus cruciger,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,cruciger,,,,"(Quoy & Gaimard, 1824)",Least Concern,,3.1,Unknown,Global
50361866,11145,Lagenorhynchus obliquidens,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lagenorhynchus,obliquidens,,,,"Gill, 1865",Least Concern,,3.1,Unknown,Global
50362206,12119,Lipotes vexillifer,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,LIPOTIDAE,Lipotes,vexillifer,,,,"Miller, 1918",Critically Endangered,"C2a(i,ii); D",3.1,Decreasing,Global
50362415,12125,Lissodelphis borealis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lissodelphis,borealis,,,,"(Peale, 1848)",Least Concern,,3.1,Unknown,Global
50362558,12126,Lissodelphis peronii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Lissodelphis,peronii,,,,"(Lacépède, 1804)",Least Concern,,3.1,Unknown,Global
50362794,13006,Megaptera novaeangliae,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENOPTERIDAE,Megaptera,novaeangliae,,,,"(Borowski, 1781)",Least Concern,,3.1,Increasing,Global
50363686,13241,Mesoplodon bidens,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,bidens,,,,"(Sowerby, 1804)",Least Concern,,3.1,Unknown,Global
50363892,13242,Mesoplodon bowdoini,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,bowdoini,,,,"Andrews, 1908",Data Deficient,,3.1,Unknown,Global
50364109,13243,Mesoplodon carlhubbsi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,carlhubbsi,,,,"Moore, 1963",Data Deficient,,3.1,Unknown,Global
50364253,13244,Mesoplodon densirostris,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,densirostris,,,,"(Blainville, 1817)",Least Concern,,3.1,Unknown,Global
50365198,13245,Mesoplodon europaeus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,europaeus,,,,"(Gervais, 1855)",Least Concern,,3.1,Unknown,Global
50366236,13247,Mesoplodon grayi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,grayi,,,,"Von Haast, 1876",Least Concern,,3.1,Unknown,Global
50366525,13248,Mesoplodon hectori,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,hectori,,,,"(Gray, 1871)",Data Deficient,,3.1,Unknown,Global
50366790,13249,Mesoplodon layardii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,layardii,,,,"(Gray, 1865)",Least Concern,,3.1,Unknown,Global
50367335,13251,Mesoplodon peruvianus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,peruvianus,,,,"Reyes, Mead &amp; Van Waerebeek, 1991",Least Concern,,3.1,Unknown,Global
50367496,13252,Mesoplodon stejnegeri,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,stejnegeri,,,,"True, 1885",Near Threatened,A4b,3.1,Decreasing,Global
50367651,13704,Monodon monoceros,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,MONODONTIDAE,Monodon,monoceros,,,,"Linnaeus, 1758",Least Concern,,3.1,Unknown,Global
50368125,15421,Orcinus orca,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Orcinus,orca,,,,"(Linnaeus, 1758)",Data Deficient,,3.1,Unknown,Global
50369125,16564,Peponocephala electra,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Peponocephala,electra,,,,"(Gray, 1846)",Least Concern,,3.1,Unknown,Global
50370481,17029,Phocoena spinipinnis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,spinipinnis,,,,"Burmeister, 1865",Near Threatened,A3d+4d,3.1,Unknown,Global
50370912,17032,Phocoenoides dalli,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoenoides,dalli,,,,"(True, 1885)",Least Concern,,3.1,Unknown,Global
50373009,20729,Stenella attenuata,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,attenuata,,,,"(Gray, 1846)",Least Concern,,3.1,Unknown,Global
50373865,20730,Stenella clymene,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,clymene,,,,"(Gray, 1846)",Least Concern,,3.1,Unknown,Global
50374282,20731,Stenella coeruleoalba,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,coeruleoalba,,,,"(Meyen, 1833)",Least Concern,,3.1,Unknown,Global
50375312,20732,Stenella frontalis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Stenella,frontalis,,,,"(G. Cuvier, 1829)",Least Concern,,3.1,Unknown,Global
50377701,21500,Tasmacetus shepherdi,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Tasmacetus,shepherdi,,,,"Oliver, 1937",Data Deficient,,3.1,Unknown,Global
50379111,23211,Ziphius cavirostris,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Ziphius,cavirostris,,,,"G. Cuvier, 1823",Least Concern,,3.1,Unknown,Global
50380449,40635,Indopacetus pacificus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Indopacetus,pacificus,,,,"(Longman, 1926)",Least Concern,,3.1,Unknown,Global
50380694,41711,Eubalaena japonica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BALAENIDAE,Eubalaena,japonica,,,,"(Lacépède, 1818)",Endangered,D,3.1,Unknown,Global
50381127,41714,Tursiops aduncus,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Tursiops,aduncus,,,,"(Ehrenberg, 1833)",Near Threatened,A4cd,3.1,Unknown,Global
50381544,41715,Phocoena dioptrica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Phocoena,dioptrica,,,,"(Lahille, 1912)",Least Concern,,3.1,Unknown,Global
50381766,41754,Neophocaena asiaeorientalis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Neophocaena,asiaeorientalis,,,,"(Pilleri &amp; Gihr, 1972)",Endangered,A2bcde+3bcde+4bcde,3.1,Decreasing,Global
50383346,41756,Platanista gangetica,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PLATANISTIDAE,Platanista,gangetica,,,,"(Lebeck, 1801)",Endangered,A2abcde+3bcde+4abcde,3.1,Decreasing,Global
50383813,41759,Mesoplodon perrini,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,perrini,,,,"Dalebout, Mead, Baker, Baker &amp; van Helden, 2002",Endangered,C2a(ii),3.1,Decreasing,Global
50383956,41760,Mesoplodon traversii,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,ZIPHIIDAE,Mesoplodon,traversii,,,,"(Gray, 1874)",Data Deficient,,3.1,Unknown,Global
50386457,190871,Sotalia fluviatilis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,DELPHINIDAE,Sotalia,fluviatilis,,,,"(Gervais &amp; Deville in Gervais, 1853)",Endangered,A4b,3.1,Decreasing,Global
50386795,198920,Neophocaena phocaenoides,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,PHOCOENIDAE,Neophocaena,phocaenoides,,,,"(G. Cuvier, 1829)",Vulnerable,A2cde+3cde+4cde,3.1,Decreasing,Global
50737640,3127,Bubalus mindorensis,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,BOVIDAE,Bubalus,mindorensis,,,,"Heude, 1888",Critically Endangered,C1+2a(ii),3.1,Decreasing,Global
51140517,15188,Okapia johnstoni,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,GIRAFFIDAE,Okapia,johnstoni,,,,"(P.L. Sclater, 1901)",Endangered,A2abcd+4abcd,3.1,Decreasing,Global
53817788,49830046,Cetopsis montana,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,CETOPSIDAE,Cetopsis,montana,,,,"Vari, Ferraris & de Pinna, 2005",Least Concern,,3.1,Unknown,Global
53818713,49830673,Cetopsis pearsoni,ANIMALIA,CHORDATA,SILURIFORMES,ACTINOPTERYGII,CETOPSIDAE,Cetopsis,pearsoni,,,,"Vari, Ferraris & de Pinna, 2005",Least Concern,,3.1,Unknown,Global
56005589,42190,Muntiacus muntjak,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Muntiacus,muntjak,,,,"(Zimmermann, 1780)",Least Concern,,3.1,Decreasing,Global
60785675,60469697,Cetomimus compunctus,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Cetomimus,compunctus,,,,"Abe, Marumo &amp; Kawaguchi, 1965",Data Deficient,,3.1,Unknown,Global
60786054,190349,Cetomimus gillii,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Cetomimus,gillii,,,,"Goode &amp; Bean, 1895",Data Deficient,,3.1,Unknown,Global
60786092,60469712,Cetomimus hempeli,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Cetomimus,hempeli,,,,"Maul, 1969",Data Deficient,,3.1,Unknown,Global
60786169,190260,Cetostoma regani,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Cetostoma,regani,,,,"Zugmayer, 1914",Data Deficient,,3.1,Unknown,Global
60786182,60470089,Danacetichthys galathenus,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Danacetichthys,galathenus,,,,"Paxton, 1989",Data Deficient,,3.1,Unknown,Global
60786205,190414,Ditropichthys storeri,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Ditropichthys,storeri,,,,"(Goode &amp; Bean, 1895)",Data Deficient,,3.1,Unknown,Global
60786235,190331,Gyrinomimus myersi,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Gyrinomimus,myersi,,,,"Parr, 1934",Data Deficient,,3.1,Unknown,Global
60786431,67965135,Mirapinna esau,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,CETOMIMIDAE,Mirapinna,esau,,,,"Bertelsen &amp; Marshall, 1956",Data Deficient,,3.1,Unknown,Global
60796036,190157,Lophodolos acanthognathus,ANIMALIA,CHORDATA,LOPHIIFORMES,ACTINOPTERYGII,ONEIRODIDAE,Lophodolos,acanthognathus,,,,"Regan, 1925",Least Concern,,3.1,Unknown,Global
60812409,60483257,Rondeletia bicolor,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,RONDELETIIDAE,Rondeletia,bicolor,,,,"Goode &amp; Bean, 1895",Least Concern,,3.1,Unknown,Global
60812443,60483273,Rondeletia loricata,ANIMALIA,CHORDATA,CETOMIMIFORMES,ACTINOPTERYGII,RONDELETIIDAE,Rondeletia,loricata,,,,"Abe &amp; Hotta, 1963",Least Concern,,3.1,Unknown,Global
61976756,4256,Cervus albirostris,ANIMALIA,CHORDATA,ARTIODACTYLA,MAMMALIA,CERVIDAE,Cervus,albirostris,,,,"Przewalski, 1883",Vulnerable,A2c,3.1,Unknown,Global
